french,fongbe,labels
Traduisez ce texte du français vers l’anglais en faisant très attention aux temps des verbes.,"Lilɛ wemafɔ elɔ sín Flanségbe mɛ dó Glɛnsigbe mɛ, bo ɖó ayi hwenu e è nɔ zán xógbe lɛ dó é wu ganji.",neutral
N’oubliez pas de verrouiller la porte d’entrée et d’activer le système d’alarme avant de partir.,Ma wɔn bo sú hɔn nukɔntɔn ɔ bo hun alarme ɔ cobo tɔ́n ó.,positive
Coupez les oignons en petits dés après les avoir épluchés et rincés à l’eau froide.,Mi sɛ́n ayoma ɔ dó kɔ́ kpɛví kpɛví lɛ mɛ hwenu e mi ko ɖè xú tɔn lɛ bo klɔ́ ye ɖò sin fífá mɛ gudo é.,neutral
"Suivez le chemin jusqu’à la rivière, puis tournez à gauche au grand chêne centenaire.","Xwedó ali e yì tɔsisa ɔ kɔn é, enɛ gudo hǔn, zɛ dó amyɔxwé ɖò atín ɖaxó e ɖó xwè kanweko é kɔn.",positive
"Soumettez votre rapport avant vendredi midi au format PDF, impérativement nommé avec votre nom.","Mi sɛ́ gbeɖiɖó mitɔn dó cobɔ gan wěwe na wá sù ɖò Vɔsanúxwlémawutɔ́zɔ́ ɔ hwenu ɖò PDF mɛ, bo wlan nyikɔ mitɔn dó jí céɖécéɖé.",neutral
Répétez la phrase suivante après moi en articulant clairement chaque syllabe et chaque mot.,"Vɔ xógbe e bɔ d’ewu é ɖɔ ɖò gudo ce, bo ɖɔ xókwín ɖokpo ɖokpo kpo xókwín ɖokpo ɖokpo kpo céɖécéɖé.",neutral
Rangez tous les jouets dans le coffre avant que vos amis n’arrivent pour le goûter.,Sɔ́ ayihunnú lɛ bǐ ɖó akpomɛ cobɔ xɔ́ntɔn towe lɛ na wá nú nǔɖuɖu klewun klewun ɖé.,neutral
Appuyez sur le bouton rouge en cas d’urgence uniquement et maintenez-le enfoncé trois secondes.,Enyi ajijimɛ sín nǔ ɖé jɛ ɔ jɛn a na zín butɔn vɔvɔ ɔ bo hɛn ɖó te nú cɛju atɔn.,neutral
"Ne touchez pas la toile, car la peinture à l’huile est encore fraîche et pourrait s’abîmer.","Ma ɖ’alɔ avɔ ɔ wu ó, ɖó avɔ e è sɔ́ amì dó bló é kpó ɖò yɔyɔ̌, bo sixu gblé.",negative
Ajoutez une pincée de sel et laissez mijoter à feu doux pendant vingt-cinq minutes exactement.,Mi zé jɛ̌ kpɛɖé dó mɛ bo ɖa ɖò myɔ kpɛví jí nú cɛju ko-atɔ́ɔ́n pɛ́pɛ́pɛ́pɛ́.,neutral
Dirigez-vous vers la sortie de secours la plus proche en restant calmes et sans courir.,Mi ɖido fí e sɛkpɔ mi bɔ mi nɔ tɔ́n sín ajijimɛ é lobo nɔ cí xwii lobo ma kanwezun ó.,positive
Décrivez avec précision la scène du crime telle que vous l’avez observée hier soir.,Tinmɛ fí e è hu mɛ ɖè é pɛ́pɛ́pɛ́pɛ́ lee a kpɔ́n gbɔn ɖò zǎn e wá yì é mɛ é.,negative
Rejoignez le serveur privé en utilisant le code d’invitation qui vous a été envoyé par courriel.,Mi byɔ serveur privé ɔ mɛ gbɔn mɛylɔwema sín kodɛ e è sɛ́dó mi gbɔn e-mail jí é gblamɛ.,neutral
Pliez la lettre en trois parties égales avant de la glisser délicatement dans l’enveloppe bleue.,Mi xò wema ɔ kplé ɖó akpáxwé atɔn jí cobo sɔ́ dó wema-sɛ́dó-mɛ blúblú ɔ mɛ bléblé.,positive
Ne stationnez jamais votre véhicule devant cette entrée réservée aux véhicules de livraison.,Ma sɔ́ mɔ̌to towe ɖó hɔntogbo elɔ e è sɔ́ ɖó vo nú mɔ̌to e nɔ hɛn nǔ wá lɛ é nukɔn gbeɖé ó.,neutral
Sélectionnez la bonne réponse parmi les quatre propositions et justifiez votre choix en quelques mots.,Hɛn xósin e sɔgbe é ɖò xósin ɛnɛ lɛ mɛ bo sɔ́ xógbe klewun ɖé lɛ dó xlɛ́ ɖɔ nǔ e a sɔ́ é sɔgbe.,positive
Préparez une présentation de dix diapositives maximum sur les résultats du dernier trimestre.,Sɔ́ nǔ e è mɔ ɖò akpáxwé gudogudo tɔn ɔ mɛ é sín ɖiɖe e ma na hugǎn ɖiɖe wǒ ǎ é ɖé ɖ’ayǐ.,neutral
Restez derrière la ligne jaune jusqu’à ce que le train soit complètement immobilisé en gare.,Nɔ linlin vɔvɔ ɔ gudo kaka jɛ hwenu e jɔmɛhun ɔ na nɔte bǐ mlɛ́mlɛ́ ɖò jɔmɛhunj’ayǐtɛn ɔ é.,negative
Posez votre sac sur le tapis roulant et videz vos poches dans la petite corbeille.,Sɔ́ saki towe ɖó mɔ̌to e nɔ hɛn nǔ é jí bo kɔn akpomɛ towe lɛ dó xasu kpɛví ɔ mɛ.,neutral
Insérez la clé USB dans le port situé sur le côté gauche de l’ordinateur portable uniquement.,Sɔ́ USB sín cávi ɔ dó tɛn e ɖò ordinatɛ́ɛ ɔ sín amyɔxwé é kɛɖɛ mɛ.,neutral
"Fermez la fenêtre silencieusement en poussant le châssis vers le haut, sans faire de bruit.","Sú flɛtɛli ɔ tlítlí gbɔn xɔgbigbázɔ́ ɔ sísɔ́ dó jǐ gblamɛ, bo ma bló zǐngídi ɖebǔ ó.",neutral
Effacez toutes les données personnelles de cet ordinateur avant de le donner à l’association.,Súnsún nǔ mɛɖesunɔ tɔn lɛ bǐ sín ɔdinatɛ́ɛ elɔ jí cobo na ye nú alɔdido mɛ lɛ.,neutral
Patientez sagement dans la salle d’attente jusqu’à ce que le docteur prononce votre nom.,Mi kɛnklɛn bo nɔte kpo suúlu kpo ɖò xɔ e mɛ è nɔ nɔte ɖè é kaka jɛ hwenu e dotóo ɔ na ylɔ nyikɔ mitɔn é.,neutral
"Prendre soin de sa santé mentale est aussi essentiel que l’activité physique, car l’équilibre psychologique influence directement notre bien-être général.","Kpɔ́n dó lanmɛ towe wu ɖò taji lee agbazazɔ́wiwa ɖò taji gbɔn é ɖɔhun, ɖó jlɛ̌jininɔ ɖò ayi mɛ nɔ wà nǔ dó lanmɛ mǐtɔn bǐ wu tlɔlɔ.",positive
Une alimentation variée et riche en fruits et légumes frais fournit les nutriments nécessaires pour renforcer durablement notre système immunitaire.,Nǔɖuɖu vovo e mɛ atín sínsɛ́n kpo ama kpo yɔyɔ̌ lɛ ɖè é nɔ na nǔɖuɖu e sín hudo mǐ ɖó bo na dó hɛn agbaza mǐtɔn lidǒ kaka sɔyi é.,positive
"Pratiquer une activité physique régulière, même modérée comme la marche, réduit considérablement les risques de maladies cardiovasculaires et métaboliques.","Enyi è nɔ wà agbazazɔ́ hwɛhwɛ, é na bo tlɛ nyí ɖò bǎ ɖé mɛ ɖi zɔnlin ɖiɖi ɔ, é nɔ ɖè ayizɔn kpo nǔ e nɔ hɛn nǔ gblé dó agbaza wu lɛ é kpo sín azɔn lɛ kpò tawun.",positive
L’hydratation quotidienne est primordiale : boire suffisamment d’eau permet à notre organisme de fonctionner de manière optimale.,"Sin e mǐ nɔ nu ayihɔngbe ayihɔngbe é ɖò taji: enyi mǐ nɔ nu sìn ganji ɔ, é nɔ zɔ́n bɔ agbaza mǐtɔn nɔ w’azɔ̌ ganji.",positive
Un sommeil réparateur de sept à huit heures par nuit est indispensable pour la régénération cellulaire et la consolidation de la mémoire.,Amlɔ e nɔ vɔ́ nǔ lɛ blóɖó nú ganxixo tɛnwe jɛ tantɔn ɖò zǎn ɖokpo mɛ é ɖò taji nú nǔvikún lɛ sín hlɔnhlɔn ɖiɖó kpo nǔ e è nɔ flín lɛ é kpo.,positive
La gestion du stress par la méditation ou la cohérence cardiaque aide à prévenir l’épuisement professionnel et les troubles anxieux.,"Enyi è ɖu ɖò adohu adohu jí gbɔn tamɛ linlin alǒ ayixa mɛtɔn xixo ɖó kpɔ́ gblamɛ ɔ, é nɔ d’alɔ mɛ bɔ è nɔ gló nǔ e nɔ zɔ́n bɔ è nɔ xò nǔ kpɔ́n lɛ é kpo adohu adohu kpo.",positive
Les examens de prévention réguliers chez le médecin traitant permettent de détecter précocement d’éventuelles pathologies silencieuses.,"Enyi a nɔ yì ba dotóo towe kpɔ́n hwɛhwɛ bo na dó gló azɔn ɔ, é nɔ zɔ́n bɔ è nɔ yawu tuùn azɔn ɖebǔ e ɖò cícící wɛ é.",positive
Limiter sa consommation d’alcool et éviter totalement le tabac sont des décisions majeures pour préserver son capital santé sur le long terme.,Gbeta taji e mɛɖé na wá bo na dó hɛn lanmɛ tɔn ɖó te ɖò sɔgudo lɛ é wɛ nyí ɖɔ è ni ɖó dogbó nú ahan nunu kpo azɔ nunu bǐ mlɛ́mlɛ́ kpo.,positive
Prendre le temps de cuisiner des repas maison plutôt que de consommer des plats industriels améliore la qualité nutritionnelle de notre quotidien.,"Enyi mǐ nɔ zán hwenu dó ɖa nǔɖuɖu e è bló ɖò xwégbe lɛ é hú ɖɔ mǐ ni nɔ ɖu nǔɖuɖu e è bló lɛ é ɔ, é nɔ zɔ́n bɔ nǔɖuɖu e nɔ na lanmɛ é nɔ nyɔ́ hugǎn ɖò gbɛzán mǐtɔn ayihɔngbe ayihɔngbe tɔn mɛ.",positive
"L’exposition modérée au soleil est bénéfique pour la synthèse de la vitamine D, essentielle à la solidité de notre squelette.",Hwesivɔ e ɖò bǎ ɖé mɛ é nɔ wà ɖagbe nú vitamine D e ɖò taji nú hlɔnhlɔn xú mǐtɔn tɔn é sín ɖiɖó.,positive
Entretenir des liens sociaux forts et une vie relationnelle épanouie contribue à ralentir le déclin cognitif lié à l’âge.,Kancica syɛnsyɛn e ɖò gbɛtɔ́ lɛ tɛntin é kpo gbɛzán kancica tɔn e nɔ hɛn awǎjijɛ wá é ɖé kpo hɛn ɖ’ayǐ nɔ d’alɔ bɔ nǔwukpikpé tamɛ linlin tɔn e nɔ zɔ́n bɔ è nɔ ɖó xwè é nɔ hwe d’eji.,positive
"Écouter les signaux de son corps, comme la fatigue ou la douleur, évite de négliger des symptômes qui pourraient s’aggraver avec le temps.","Enyi a ɖótó nǔ e agbaza towe nɔ xlɛ́ lɛ é, ɖi nǔcikɔ alǒ wuvɛ̌ ɔ, é nɔ d’alɔ bɔ a nɔ gɔn ayi ɖó wuntun ɖěɖee sixu lɛ́ nyla d’eji ɖò hwenu e ɖò yiyi wɛ é jí.",negative
"La santé bucco-dentaire ne doit pas être négligée, car elle est reliée à de nombreuses pathologies comme les maladies cardiaques.","È ɖó na wɔn lanmɛ na nɔ ganji nu mɛ tɔn ǎ, ɖó é nɔ cá kàn xá azɔn gègě ɖi ayizɔn.",negative
Adopter une posture correcte au travail et s’équiper d’un mobilier ergonomique prévient les douleurs chroniques du dos et des cervicales.,"Enyi è nɔ sɔ́ tɛnmɛ e sɔgbe é ɖò azɔ̌mɛ, bo nɔ lɛ́ sɔnǔ nú nǔ e è nɔ zán ɖò azɔ̌mɛ lɛ é ɔ, é nɔ zɔ́n bɔ è nɔ gɔn wuvɛ̌ sè ɖò akɔ́n kpo kɔ kpo mɛ kaka sɔyi.",positive
La vaccination reste un outil de prévention collective indispensable pour protéger les personnes vulnérables contre les maladies infectieuses.,Abɔta ɖiɖó kpó ɖò azɔwanú taji ɖé nyí wɛ nú azɔnkwín kplékplé bo na dó cyɔn alɔ mɛ e ɖò xɛsi ɖi wɛ lɛ é jí ɖò azɔn hwɛhwɛ tɔn lɛ sí.,positive
Réduire sa consommation de sel et de sucres ajoutés est un geste simple pour diminuer les risques d’hypertension et de diabète.,Jɛ kpo suklé e è nɔ sɔ́ dó mɛ é kpo e a nɔ ɖu é ɖiɖekpo nyí afɔ klewun ɖé bo na ɖè hunxixo kpo aɖɔwézɔn kpo kpò.,positive
Prendre des pauses actives durant la journée de travail rompt la sédentarité et améliore la circulation sanguine.,"Gbɔjɛ e è nɔ yí ɖò azɔ̌zán jí é nɔ hɛn gbɛzán mɛtɔn e mɛ è nɔ nɔ é gblé, bo nɔ lɛ́ zɔ́n bɔ hun nɔ sà ganji.",positive
"L’allaitement maternel, lorsqu’il est possible, apporte des bénéfices immunitaires précieux pour le développement du nourrisson.","Anɔ̌nuɖuɖu, enyi é nyɔ́ bló ɔ, é nɔ na lè xɔ akwɛ e agbaza mɛtɔn nɔ ɖí xwi xá azɔn lɛ é nú vǐ yɛyɛ̌ ɔ sín nukɔnyiyi.",positive
Protéger son audition en évitant les volumes trop élevés au casque prévient la perte auditive prématurée et les acouphènes invalidants.,"Enyi a cyɔn alɔ tó towe jí gbɔn gbè ɖaxó ɖiɖó zɛ xwé wu gblamɛ gbɔn tóɖówema lɛ gblamɛ ɔ, é nɔ zɔ́n bɔ tó towe nɔ yawu sè nǔ ǎ, bɔ tó towe nɔ lɛ́ gɔn nǔ sè ganji.",negative
Cultiver un optimisme réaliste et une attitude positive face aux défis renforce notre résilience face aux aléas de l’existence.,"Enyi mǐ nɔ ɖó nukún nǔ e ɖò jijɛ wɛ lɛ é, bo nɔ lɛ́ ɖó linlin ɖagbe dó tagba lɛ wu ɔ, é nɔ zɔ́n bɔ mǐ nɔ dɛ ɖò nǔ e ma ɖò wɛn ǎ lɛ é nukɔn.",positive
"L’utilisation raisonnée des écrans, surtout avant le coucher, améliore la qualité du sommeil et réduit la fatigue visuelle.","Enyi è nɔ zán nǔ e è nɔ kpɔ́n lɛ é kpo nǔnywɛ kpo, ɖò taji ɔ, cobo nɔ yì mlɔ́ ayǐ ɔ, é nɔ zɔ́n bɔ è nɔ dɔ́ amlɔ ganji, bo nɔ lɛ́ ɖè wuvɛ̌ e ɖò nukún jí lɛ é kpò.",positive
S’accorder des moments de solitude et de déconnexion permet de faire le point sur ses émotions et de mieux gérer son anxiété.,"Enyi a nɔ jó hwiɖée dó nú hwenu klewun ɖé lɛ bo nɔ lɛ́ gɔn kancica ɖó xá mɛ ɖevo lɛ ɔ, é nɔ zɔ́n bɔ a nɔ gbéjé lee nǔ cí nú we é kpɔ́n, bo nɔ lɛ́ ɖí xwi xá adohu adohu towe lɛ ganji.",positive
Le renforcement musculaire par des exercices doux comme le Pilates prévient la sarcopénie et maintient l’autonomie des seniors.,"Nǔ e nɔ zɔ́n bɔ è nɔ hɛn agbaza lidǒ gbɔn agbazazɔ́ ɖagbeɖagbe lɛ ɖi Pilates gblamɛ é nɔ glɔ́n ali nú sarcopénie, bo nɔ lɛ́ hɛn mɛxomɔ lɛ sín mɛɖéekannuninɔ ɖó te.",positive
Une sexualité épanouie et protégée fait partie intégrante d’une bonne santé physique et émotionnelle à tout âge.,Nǔ e nɔ hɛn mɛ ɖó mimɛ̌ jí bo nɔ lɛ́ cyɔn alɔ jí é nyí akpáxwé taji ɖé ɖò lanmɛ na nɔ ganji agbaza tɔn kpo lee nǔ nɔ cí nú mɛ é tɔn kpo mɛ ɖò xwè ɖebǔ mɛ.,positive
S’exposer à la lumière naturelle dès le matin aide à réguler notre horloge biologique et à synchroniser le cycle circadien.,"Weziza jɔwamɔ tɔn e mǐ nɔ mɔ jɛ nukɔn ɖò zǎnzǎn é nɔ d’alɔ bɔ ganxixo mǐtɔn nɔ ɖò jlɛ̌ jí, bo nɔ lɛ́ bló bɔ lee nǔ lɛ nɔ w’azɔ̌ gbɔn ɖò kéze é nɔ sɔgbe.",positive
L’éducation thérapeutique du patient lui permet de mieux comprendre sa maladie chronique et de devenir acteur de ses soins.,"Nǔkplɔnmɛ e è nɔ na azinzɔnnɔ lɛ dó lee è na gbɔ azɔn nú ye gbɔn é wu é nɔ zɔ́n bɔ ye nɔ mɔ nukúnnú jɛ azɔn yetɔn e ma nɔ gbɔ ǎ é wu ganji, bo nɔ lɛ́ ɖ’alɔ ɖò nukúnkpédómɛwu yetɔn mɛ kpo kanɖodonǔwu kpo.",positive
"Avoir une activité créative, comme peindre ou jardiner, stimule les fonctions cérébrales et procure un sentiment d’accomplissement.","Enyi è ɖ’alɔ ɖò nǔɖiɖó lɛ sín azɔ̌ ɖé mɛ, ɖi nǔ ɖiɖe alǒ jikpá mɛzɔ́wiwa ɔ, é nɔ sísɛ́ taglomɛzɔ́ lɛ, bo nɔ lɛ́ zɔ́n bɔ è nɔ mɔ ɖɔ emi ko wà nǔ ɖagbe ɖé.",positive
"Le dépistage régulier des cancers, notamment du sein et colorectal, augmente considérablement les chances de guérison.","Enyi è nɔ gbéjé kansɛ́ɛzɔn lɛ kpɔ́n hwɛhwɛ, ɖò taji ɔ, kansɛ́ɛzɔn e nɔ tɔ́n ɖò anɔ̌ kpo adɔgo kpo mɛ é ɔ, é nɔ zɔ́n bɔ è nɔ gbɔ azɔn tawun.",positive
"Bien s’équiper pour la pratique sportive, avec des chaussures adaptées, protège les articulations et prévient les blessures inutiles.","Enyi a nɔ sɔnǔ nú ayihundida lɛ ganji, bo nɔ dó afɔkpa e jɛxa lɛ é ɔ, é nɔ cyɔn alɔ xú lɛ jí, bo nɔ lɛ́ bló bɔ è nɔ gblewu mɛ ɖò dandan ǎ.",positive
"La respiration consciente, profonde et abdominale, est une technique accessible à tous pour apaiser instantanément le système nerveux.","Gbɔn ayi mɛ bo nɔ gbɔjɛ gɔngɔn mɛ ɔ, wlɛnwín ɖé wɛ bɔ mɛ bǐ sixu zán bo na dó bló bɔ hǔn mɛtɔn na fá tlolo.",positive
n'aime ni le café ni le thé.,É yí wan nú kafé kpódó téé kpó ǎ.,negative
Il ne vient jamais aux réunions du vendredi.,É nɔ wá kplé vendredi tɔn lɛ gbeɖé ǎ.,negative
Elle n'a aucune envie de participer au projet.,É ɖó jlǒ ɖebǔ bo na ɖ’alɔ ɖò azɔ̌ ɔ mɛ ǎ.,negative
Personne n'a répondu à mon appel téléphonique.,Mɛɖebǔ yí alokan ce ǎ.,negative
Rien ne semble l'intéresser dans cette exposition.,É cí ɖɔ nǔ ɖebǔ ɖò nǔ e è xlɛ́ mɛ lɛ é mɛ bo kún jló è ó ɖɔhun.,negative
Tu ne m'as même pas prévenu de ton retard.,A tlɛ ɖɔ nú mì ɖɔ emi na wá hwenu ǎ.,negative
On n'entend plus aucun bruit dans la rue.,Zǐngídi ɖě sɔ́ ɖo ali ɔ́ jí ǎ.,negative
Vous ne devez fumer nulle part dans l'immeuble.,A ɖó na nu azɔ ɖò fí ɖebǔ ɖò xɔ ɔ mɛ ǎ.,negative
Je ne peux plus supporter cette situation absurde.,Un sɔ́ sixu yí gbè nú ninɔmɛ e ma sɔgbe ǎ é enɛ ǎ.,negative
Il n'accepte aucune critique sur son travail.,É nɔ yí gbè nú nǔ ɖebǔ e è na ɖɔ dó azɔ̌ tɔn wu é ǎ.,negative
Nous n'avons rencontré personne lors de la promenade.,Mǐ mɔ mɛɖé ɖò zɔnlin ɔ hwenu ǎ.,neutral
Elle ne lit quasiment plus aucun roman contemporain.,É sɔ́ nɔ xà wema hwe mǐtɔn nu tɔn ɖě ǎ.,negative
Ne touche à rien dans cette pièce privée.,Ma ɖ&#39;alɔ nǔ ɖěbǔ wú ɖo xɔ élɔ́ mɛ ó.,negative
Ils n'ont guère apprécié ta plaisanterie douteuse.,Gbló towe e è nɔ xò nǔ kpɔ́n dó wutu tɔn é sù nukún yetɔn mɛ ǎ.,negative
"Il n'est pas venu, ni n'a téléphoné pour s'excuser.","É wá ǎ, é ka lɛ́ ylɔ mì bo byɔ hwɛsɔ́kɛ ǎ.",negative
"Sans toi, je ne serais jamais arrivé à l'heure.","Hwi mɛvo ɔ, un na ko wá ɖò ganmɛ gbeɖé ǎ.",negative
Elle préfère partir plutôt que de rester silencieuse.,É nɔ yí wǎn nú yiyi hú ɖɔ é ni nɔ abwɛ.,negative
"Au lieu d'avancer, le projet ne cesse de reculer.","Azɔ̌ ɔ nɔ yì nukɔn ǎ, é nyɔ́ wà ɔ, é nɔ ɖò gudo yì wɛ.",negative
"Tu dis aimer la musique, pourtant tu ne sors jamais.","A nɔ ɖɔ ɖɔ emi yí wǎn nú hanjiji, é ɖò mɔ̌ có, a nɔ tɔ́n gbeɖé ǎ.",positive
"Il prétend travailler, mais il ne fait rien d'utile.","É ɖɔ émí ɖo azɔ̌ wa wɛ, amɔ̌, é ɖo nǔ ɖagbe ɖěbǔ wa wɛ ǎ.",negative
"Elle voulait l'aider, bien au contraire elle a tout compliqué.","É jló na d’alɔ ɛ, amɔ̌, é nyɔ́ wà ɔ, é bló bɔ nǔ lɛ bǐ vɛwǔ.",negative
"Je pensais réussir, or j'ai échoué lamentablement.","Un lin ɖɔ un na kpéwú, amɔ̌, un gɔn nǔ wà tawun.",negative
"Le débat n'était pas constructif, mais purement polémique.","Xóɖɔɖókpɔ́ ɔ hɛn lè wá ǎ, loɔ, xóɖɔɖókpɔ́ ɖé kpowun wɛ.",negative
"Ce n'est pas un refus définitif, juste un ajournement.","Nǔ enɛ nyí gbe e è na gbɛ́ bǐ mlɛ́mlɛ́ é ǎ, é nyí nǔ e è na sɔ́ ɖó nukɔn é ɖé kpowun wɛ.",negative
"Il ne dort pas, il somnole simplement devant la télévision.","É ɖò amlɔ dɔ́ wɛ ǎ, é ɖò amlɔ dɔ́ wɛ ɖò televiziɔn nukɔn.",neutral
"Elle n'est pas timide, elle est simplement réservée.","É nɔ kú winnya ǎ, é nɔ hɛn éɖée ɖó vo kpowun.",negative
"Je ne critique pas, je fais une simple observation.","Un ɖò nǔ gbɛ́ wɛ ǎ, un ɖò nǔ kpɔ́n wɛ kpowun.",neutral
"Ce n'est pas de la pluie, c'est une légère bruine.","Ji wɛ ă, jǐ kpɛɖe wɛ.",negative
"Il n'est pas en colère, seulement un peu déçu.","É sin xomɛ ǎ, é vɛ́ n&#39;i kpɛɖé kpowun.",negative
asseur de sens,tinmɛ gbéjé kpɔ́ntɔ́,negative
La mémoire du monde,Gbɛ̀ ɔ sín flínflín .,negative
Graine de connaissance,Nùnywɛ sín sɛ́n .,negative
Passeur d’histoires,Hwenuxóɖɔtɔ́,neutral
L’écho des anciens,Xó e mɛ hwexónu tɔn lɛ nɔ ɖɔ é .,negative
Racines et ailes,Ðɔ̀ kpódó awa kpó,negative
Le livre vit,Wema ɔ nɔ gbɛ .,neutral
Sagesse nomade,Nùnywɛ Mɛɖesɔhwe Tɔn,negative
Héritage silencieux,Gǔ cícící,negative
L’encre voyage,Encre ɔ nɔ yi tomɛ .,positive
Le temps sculpte,Hwenu ɖiɖe lɛ,neutral
Veilleur de mémoire,Mɛ e nɔ cɔ́ tamɛ linlin é .,positive
Artisan de mots,Xógbeblotɔ́,neutral
Fruit de l’expérience,Nǔ e mɛɖé ko mɔ kpɔ́n é sínsɛ́n .,positive
Rites éternels,Nǔwiwa Mavɔmavɔ lɛ,negative
L’esprit fertile,Ayixa e nɔ na vǐ é .,positive
Poussière d’archives,Afúntúntún e è hɛn ɖ’ayǐ é,negative
Voix oubliées,Gbè e è wɔn lɛ é,negative
Trésor modeste,Dɔkun e ɖò jlɛ̌ jí é,positive
Le geste juste,Nǔwiwa ɖagbe ɔ .,positive
Sillon de culture,Akɔta sín dogbó,negative
Patience savante,Kplɔ́n suúluɖiɖó .,positive
Reflets du monde,Gbɛ̀ ɔ sín linlin lɛ,negative
Pont entre âges,Atɔxwɛ e ɖò xwè lɛ tɛntin é,neutral
Révérence au passé,Sísí nú nǔ e ko jɛ wá yì lɛ é .,neutral
Lumière d’autrefois,Weziza xwe e wa yi ɔ tɔn,positive
Chemins de traverse,Ali e ɖò akpáxwé lɛ é,negative
Prière laïque,Ðɛ gbɛ̀ ɔ tɔn .,positive
L’œuvre continue,Azɔ̌ ɔ kpó ɖò yiyi wɛ .,positive
Semeur d’avenir,Nǔkún-yatɔ́ sɔgudo tɔn .,positive
Il pleuvait depuis trois jours quand enfin le facteur apporta une lettre tant attendue de son fils.,Jǐ ko ɖò jija wɛ sín azǎn atɔn ɖíe bɔ mɛsɛ́dó ɔ wá hɛn wema e vǐ sunnu tɔn sɛ́dó è bɔ é ɖò te kpɔ́n sín hwenu línlín ɖíe é wá.,positive
"Nous aurions aimé visiter le musée d’Orsay, mais nous n’avions pas réservé nos billets à l’avance.","Mǐ na ko jló na yì ba Musée d’Orsay kpɔ́n, amɔ̌, mǐ ko xɔ tiketi mǐtɔn lɛ jɛ nukɔn ǎ.",negative
"Quand tu auras terminé de ranger ta chambre, tu pourras inviter tes camarades à goûter.","Enyi a jla xɔ towe ɖó fó ɔ, a sixu ylɔ xɔ́ntɔn towe lɛ ɖɔ ye ni wá ɖu nǔ klewun ɖé.",positive
"Chaque été, mes grands-parents louaient une petite maison en Bretagne pour y passer leurs vacances.","Hwenu e jǐ nɔ ja é tɛgbɛ ɔ, tɔ́gbó ce lɛ nɔ haya xɔ kpɛví ɖé ɖò Bretagne bo nɔ ɖu gbɔjɛ yetɔn lɛ.",positive
"Dès qu’il sera arrivé à l’aéroport, il enverra un message pour confirmer l’horaire exact du vol.","Enyi é wá jɔmɛhunj’ayǐtɛn ɔ tlolo ɔ, é na sɛ́ wɛn ɖé dó bo na dó xlɛ́ ganmɛ pɛ́pɛ́pɛ́pɛ́ e jɔmɛhun ɔ na dó é.",neutral
"Avant que le soleil ne se couche, les promeneurs auront regagné le village perché sur la colline.","Cobonu hwe na yì xɔ ɔ, zɔnlin ɖitɔ́ lɛ na ko lɛkɔ yì gletoxo e ɖò só ɔ jí é mɛ.",positive
